date,contour,pct_snow,pct_clouds
2018-02-22,1600,0.941,0.795
2018-02-22,1700,0.948,0.795
2018-02-22,1800,0.971,0.795
2018-02-22,1900,0.994,0.795
2018-02-22,2000,1.0,0.795
2018-02-22,2100,0.999,0.795
2018-02-22,2200,0.998,0.795
2018-02-22,2300,0.997,0.795
2018-02-22,2400,0.998,0.795
2018-02-22,2500,0.997,0.795
2018-02-22,2600,0.98,0.795
2018-02-22,2700,0.977,0.795
2018-02-22,2800,0.98,0.795
2018-02-22,2900,0.95,0.795
2018-02-22,3000,0.967,0.795
2018-02-22,3100,0.99,0.795
2018-02-22,3200,0.99,0.795
2018-02-22,3300,0.995,0.795
2018-02-22,3400,0.951,0.795
2018-03-09,1300,0.997,0.437
2018-03-09,1400,0.977,0.437
2018-03-09,1500,0.979,0.437
2018-03-09,1600,0.992,0.437
2018-03-09,1700,0.997,0.437
2018-03-09,1800,0.995,0.437
2018-03-09,1900,0.996,0.437
2018-03-09,2000,0.999,0.437
2018-03-09,2100,0.997,0.437
2018-03-09,2200,0.999,0.437
2018-03-09,2300,1.0,0.437
2018-03-09,2400,1.0,0.437
2018-03-09,2500,1.0,0.437
2018-03-09,2600,0.998,0.437
2018-03-09,2700,0.999,0.437
2018-03-09,2800,1.0,0.437
2018-03-09,2900,1.0,0.437
2018-03-09,3000,0.998,0.437
2018-03-09,3100,1.0,0.437
2018-03-09,3200,1.0,0.437
2018-03-09,3300,1.0,0.437
2018-03-09,3400,1.0,0.437
2018-03-14,1300,0.755,0.652
2018-03-14,1400,0.729,0.652
2018-03-14,1500,0.799,0.652
2018-03-14,1600,0.705,0.652
2018-03-14,1700,0.88,0.652
2018-03-14,1800,0.897,0.652
2018-03-14,1900,0.957,0.652
2018-03-14,2000,0.968,0.652
2018-03-14,2100,0.988,0.652
2018-03-14,2200,0.989,0.652
2018-03-14,2300,0.996,0.652
2018-03-14,2400,0.997,0.652
2018-03-14,2500,0.985,0.652
2018-03-14,2600,0.982,0.652
2018-03-14,2700,0.991,0.652
2018-03-14,2800,1.0,0.652
2018-03-14,2900,0.994,0.652
2018-03-14,3000,0.98,0.652
2018-03-14,3100,0.984,0.652
2018-03-14,3200,0.996,0.652
2018-03-14,3300,0.994,0.652
2018-03-14,3400,0.903,0.652
2018-03-19,1300,0.934,0.055
2018-03-19,1400,0.982,0.055
2018-03-19,1500,0.971,0.055
2018-03-19,1600,0.949,0.055
2018-03-19,1700,0.955,0.055
2018-03-19,1800,0.977,0.055
2018-03-19,1900,0.986,0.055
2018-03-19,2000,0.992,0.055
2018-03-19,2100,0.984,0.055
2018-03-19,2200,0.996,0.055
2018-03-19,2300,0.997,0.055
2018-03-19,2400,0.993,0.055
2018-03-19,2500,0.965,0.055
2018-03-19,2600,0.981,0.055
2018-03-19,2700,0.99,0.055
2018-03-19,2800,0.979,0.055
2018-03-19,2900,0.976,0.055
2018-03-19,3000,0.968,0.055
2018-03-19,3100,0.977,0.055
2018-03-19,3200,0.994,0.055
2018-03-19,3300,0.998,0.055
2018-03-19,3400,0.979,0.055
2018-03-29,1300,0.988,0.294
2018-03-29,1400,0.977,0.294
2018-03-29,1500,0.991,0.294
2018-03-29,1600,0.993,0.294
2018-03-29,1700,0.99,0.294
2018-03-29,1800,0.991,0.294
2018-03-29,1900,0.988,0.294
2018-03-29,2000,0.984,0.294
2018-03-29,2100,0.982,0.294
2018-03-29,2200,0.986,0.294
2018-03-29,2300,0.993,0.294
2018-03-29,2400,0.999,0.294
2018-03-29,2500,0.999,0.294
2018-03-29,2600,0.998,0.294
2018-03-29,2700,0.997,0.294
2018-03-29,2800,0.996,0.294
2018-03-29,2900,0.996,0.294
2018-03-29,3000,0.998,0.294
2018-03-29,3100,0.999,0.294
2018-03-29,3200,0.998,0.294
2018-03-29,3300,0.992,0.294
2018-03-29,3400,1.0,0.294
2018-04-23,1300,0.994,0.012
2018-04-23,1400,0.997,0.012
2018-04-23,1500,0.995,0.012
2018-04-23,1600,0.996,0.012
2018-04-23,1700,0.995,0.012
2018-04-23,1800,0.992,0.012
2018-04-23,1900,0.986,0.012
2018-04-23,2000,0.981,0.012
2018-04-23,2100,0.977,0.012
2018-04-23,2200,0.979,0.012
2018-04-23,2300,0.979,0.012
2018-04-23,2400,0.992,0.012
2018-04-23,2500,0.996,0.012
2018-04-23,2600,0.997,0.012
2018-04-23,2700,0.998,0.012
2018-04-23,2800,0.997,0.012
2018-04-23,2900,0.997,0.012
2018-04-23,3000,0.99,0.012
2018-04-23,3100,0.99,0.012
2018-04-23,3200,0.992,0.012
2018-04-23,3300,0.995,0.012
2018-04-23,3400,0.914,0.012
2018-04-28,1300,0.968,0.813
2018-04-28,1400,0.929,0.813
2018-04-28,1500,0.926,0.813
2018-04-28,1600,0.926,0.813
2018-04-28,1700,0.939,0.813
2018-04-28,1800,0.91,0.813
2018-04-28,1900,0.93,0.813
2018-04-28,2000,0.948,0.813
2018-04-28,2100,0.931,0.813
2018-04-28,2200,0.984,0.813
2018-04-28,2300,0.985,0.813
2018-04-28,2400,0.98,0.813
2018-04-28,2500,0.988,0.813
2018-04-28,2600,0.987,0.813
2018-04-28,2700,0.99,0.813
2018-04-28,2800,0.988,0.813
2018-04-28,2900,0.945,0.813
2018-04-28,3000,0.791,0.813
2018-04-28,3100,0.715,0.813
2018-04-28,3200,0.7,0.813
2018-04-28,3300,0.856,0.813
2018-04-28,3400,0.987,0.813
2018-05-03,1300,0.962,0.0
2018-05-03,1400,0.976,0.0
2018-05-03,1500,0.974,0.0
2018-05-03,1600,0.971,0.0
2018-05-03,1700,0.974,0.0
2018-05-03,1800,0.976,0.0
2018-05-03,1900,0.975,0.0
2018-05-03,2000,0.981,0.0
2018-05-03,2100,0.98,0.0
2018-05-03,2200,0.987,0.0
2018-05-03,2300,0.984,0.0
2018-05-03,2400,0.986,0.0
2018-05-03,2500,0.992,0.0
2018-05-03,2600,0.997,0.0
2018-05-03,2700,0.997,0.0
2018-05-03,2800,0.992,0.0
2018-05-03,2900,0.991,0.0
2018-05-03,3000,0.99,0.0
2018-05-03,3100,0.986,0.0
2018-05-03,3200,0.985,0.0
2018-05-03,3300,0.993,0.0
2018-05-03,3400,0.993,0.0
2018-05-08,1300,0.832,0.0
2018-05-08,1400,0.931,0.0
2018-05-08,1500,0.942,0.0
2018-05-08,1600,0.915,0.0
2018-05-08,1700,0.934,0.0
2018-05-08,1800,0.945,0.0
2018-05-08,1900,0.95,0.0
2018-05-08,2000,0.967,0.0
2018-05-08,2100,0.964,0.0
2018-05-08,2200,0.973,0.0
2018-05-08,2300,0.971,0.0
2018-05-08,2400,0.976,0.0
2018-05-08,2500,0.978,0.0
2018-05-08,2600,0.985,0.0
2018-05-08,2700,0.99,0.0
2018-05-08,2800,0.975,0.0
2018-05-08,2900,0.972,0.0
2018-05-08,3000,0.972,0.0
2018-05-08,3100,0.961,0.0
2018-05-08,3200,0.974,0.0
2018-05-08,3300,0.99,0.0
2018-05-08,3400,0.987,0.0
2018-05-13,1300,0.63,0.0
2018-05-13,1400,0.868,0.0
2018-05-13,1500,0.931,0.0
2018-05-13,1600,0.903,0.0
2018-05-13,1700,0.911,0.0
